subject,grade,chapter,chapter_title,section,section_title,missing_basicnote,missing_quiz,missing_question
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.2,The concept of multiculturalism,True,False,True
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.3,Pillars of multicultural societies,True,False,True
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.4,Major forms of diversity demonstrating multiculturalism,True,False,True
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.1,Unity in diversity,True,False,True
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.2,Elements of diversity,True,False,True
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.3,Accomodation of diversity,True,False,True
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.4,The importance of diversity management in Ethiopia,True,False,True
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.1,Meaning of problem- solving skills,True,False,True
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.2,The importance of problem- solving skills,True,False,True
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.3,Characteristics of good problem solver,True,False,True
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.4,Ways to improve one's problem solving skills,True,False,True
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.1,The concepts of foreign relations,True,False,True
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.2,Instruments of foreign policy,True,False,True
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.3,The roles of foreign policy,True,False,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.1 ,"Indifference Curve, Set and Map ",True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.2 ,Properties of Indifference Curves ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.3 ,The Marginal Rate of Substitution (MRS) ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.4 ,Marginal Utility and MRS ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.5 ,Special Types of Indifference Curves ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.1 ,Slope of the Budget Line ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.2 ,Factors Affecting the Budget Line ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.3 ,Effects of Changes in Income ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.4 ,Effects of Changes in Price of the Commodities ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.1 ,Effects of Changes in Income and Prices on Consumer's Equilibrium ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.2 ,Price Consumption Curve and Deriving the Demand Curve ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,Introduction ,Introduction ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,1INTRODUCTION ,INTRODUCTION ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.1 ,"Demand, Revenue and Cost Curves ",True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.2 ,The Short-Run Equilibrium of Firm ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.3 ,Short Run Supply Curve of a Firm ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.4 ,Long run-equilibrium of Firm ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.1 ,"Demand, Revenue and Cost under Monopoly ",True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.2 ,Short-run equilibrium under Monopoly ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.3 ,Price Discrimination under Monopoly ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.1 ,Product Differentiations and the Demand Curve ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.2 ,Costs under Monopolistic Competition ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.3 ,Short- run Equilibrium under Monopolistic Competition ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.4 ,The Concept of Industry and Product Group ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5,Oligopoly Market,False,False,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.1 ,Collusive Oligopoly ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.2 ,Non-collusive Oligopoly ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,2INTRODUCTION ,INTRODUCTION ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.1 ,The Concept of Gross Domestic Product (GDP) ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.2 ,The concept of Gross National Product (GNP) ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.1 ,The Expenditure Approach ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.2 ,The Income Approach ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.3 ,Product or Value-added Approach ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.4 ,Circular Flow of Income and the GDP ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5,The GDP Deflator and the Consumer Price Index,False,True,False
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.1 ,Nominal and Real GDP values ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.2 ,The GDP Deflator and other Measures of General Price ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.6,Other Measures of National Income Account,False,True,False
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.7,GDP and Income Distribution,False,True,False
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",3INTRODUCTION ,INTRODUCTION ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.1 ,Average Propensity to Consume (APC) ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.2 ,Marginal Propensity to Consume (MPC) ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.3 ,Determinants of Consumption Expenditure ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.1 ,Average Propensity to Save (APS) ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.2 ,Marginal Propensity to Save ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.3 ,Determinants of Saving ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.1 ,Investment Types ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.2 ,Determinants of Investment ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.3 ,Role of Investment in Economic Growth ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,4INTRODUCTION ,INTRODUCTION ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.1 ,The Mercantilists' View on Trade ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.2 ,The Classical Trade Theories ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.1 ,The Current Account (CA) ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.2 ,The Capital Account (KA) ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.1 ,Nominal and Real Exchange Rate. ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.2 ,Fixed Exchange Rate Systems ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.3 ,Floating Exchange Rate Systems ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.1 ,Advantages and Disadvantages of Economic Integration ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.2 ,Globalization Practices in Ethiopian Context ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,5,TRADE AND FINANCE,5Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,5INTRODUCTION ,INTRODUCTION ,True,True,True
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.1 ,Ethiopia's HDI Value and Rank ,True,True,True
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.2 ,Evaluation of HDI and its Relevance to Developing Countries ,True,True,True
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",6INTRODUCTION ,INTRODUCTION ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.1 ,Uni-modal Agricultural Strategy ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.2 ,Bi-Modal Agricultural Strategy ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.3 ,Overview of Agricultural Policies and Strategies of Ethiopia ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.1 ,The Imperial Regime (pre-1974) ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.2 ,The Derg Regime (1974-91) ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.3 ,The Post-1991 Regime ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.4 ,Problems of the Industrial Sector Post 1991 ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.5 ,Possible Remedies for the problems of Industrial Sector ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.1 ,Education Sector Policies and Strategies ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.2 ,The Health Sector Policies and Strategies ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.3 ,The Transport Sector ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.4 ,The Tourism Sector ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7Review Questions ,Review Questions ,True,True,True
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7Unit Summary ,Unit Summary ,True,True,True
Economics,Grade 12,1,The Fundamental Concepts of Macroeconomics,1.1,Definition and Focus Areas of Macroeconomics Revisited,True,False,False
Economics,Grade 12,1,The Fundamental Concepts of Macroeconomics,1.2,Key Challenges in Macroeconomics,True,False,False
Economics,Grade 12,1,The Fundamental Concepts of Macroeconomics,1.3,The Schools of Thought in Macroeconomic Analysis,True,False,False
Economics,Grade 12,2,Aggregate Demand and Aggregate Supply Analysis,2.1,Aggregate Demand,True,False,False
Economics,Grade 12,2,Aggregate Demand and Aggregate Supply Analysis,2.2,Aggregate Supply,True,False,False
Economics,Grade 12,2,Aggregate Demand and Aggregate Supply Analysis,2.3,Equilibrium of Aggregate Demand and Aggregate Supply,True,False,False
Economics,Grade 12,3,Market Failure and Consumer Protection,3.1,Market Failure,True,False,False
Economics,Grade 12,3,Market Failure and Consumer Protection,3.2,Public Goods,True,False,False
Economics,Grade 12,3,Market Failure and Consumer Protection,3.3,Externalities,True,False,False
Economics,Grade 12,3,Market Failure and Consumer Protection,3.4,Asymmetric Information,True,False,False
Economics,Grade 12,3,Market Failure and Consumer Protection,3.5,Consumer Protection,True,False,False
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.1,Definition and Types of Macroeconomic Policies,True,False,True
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.2,Fiscal Policy,True,False,True
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.3,Monetary Policy,True,False,True
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.4,Income Policy and Wage,True,False,True
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.5,Foreign Exchange Policies,True,False,True
Economics,Grade 12,5,Tax Theory and Practice,5.1,"Taxes: Definition, Principles, Objectives and Classifications",True,False,False
Economics,Grade 12,5,Tax Theory and Practice,5.2,Approaches to Tax Equity,True,False,False
Economics,Grade 12,5,Tax Theory and Practice,5.3,Tax System and Structure in Ethiopia,True,False,False
Economics,Grade 12,5,Tax Theory and Practice,5.4,Types of Tax and Tax Accounting in Ethiopia,True,False,False
Economics,Grade 12,5,Tax Theory and Practice,5.5,Problems Associated with Taxation in Ethiopia,True,False,False
Economics,Grade 12,6,Poverty and Inequality,6.1,Concept of Poverty and Its Measurement,True,False,False
Economics,Grade 12,6,Poverty and Inequality,6.2,Concept of Inequality and its Measurements,True,False,False
Economics,Grade 12,6,Poverty and Inequality,6.3,Global and Regional Poverty,True,False,False
Economics,Grade 12,6,Poverty and Inequality,6.4,Women and Poverty,True,False,False
Economics,Grade 12,6,Poverty and Inequality,6.5,Overview of Poverty and Inequalities in Ethiopia,True,False,False
Economics,Grade 12,6,Poverty and Inequality,6.6,Role of Indigenous Knowledge in Reducing Poverty,True,False,False
Economics,Grade 12,7,Macroeconomic Reforms in Ethiopia,7.1,National Development Objectives and Strategies- Historical Review,True,False,False
Economics,Grade 12,7,Macroeconomic Reforms in Ethiopia,7.2,Overview of Home-grown Economic Reforms in Ethiopia,True,False,False
Economics,Grade 12,7,Macroeconomic Reforms in Ethiopia,7.3,Fiscal Decentralization,True,False,False
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.1,Economy and the Environment,True,False,False
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.2,Global Warming and Climate Change,True,False,False
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.3,Green Economy and Green Growth,True,False,False
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.4,Overview of Environment and Climate Change in Ethiopia,True,False,False
Economics,Grade 9 ,1,Introduction to Economics,1.4,Decision Making Units,False,False,True
Economics,Grade 9 ,3,Economic Resources and Markets,3.5,Land as an Economic Resource in Ethiopia,False,False,True
Geography,Grade 10 ,1,LANDFORMS OF AFRICA,1.4,Challenges of the Natural Environment,True,True,True
Geography,Grade 11 ,7,GEOGRAPHIC ISSUES AND PUBLIC CONCERNS,7.5,THE WORLDWIDE DIGITAL DIVIDE,False,False,True
Geography,Grade 12,2,Climate Change,2.4,Consequences of Climate Change,False,False,True
Geography,Grade 12,2,Climate Change,2.5,Adaptation and Mitigation Strategies to Climate Change,False,False,True
Geography,Grade 12,2,Climate Change,2.6,International conventions and agreements on climate change,False,False,True
Geography,Grade 12,2,Climate Change,2.7,Pillars of Climate Resilient Green Economy of Ethiopia,False,False,True
Geography,Grade 12,5,Issues in Sustainable Development III: Challenges of Economic Development,5.4,Corruption,True,False,False
Geography,Grade 12,5,Issues in Sustainable Development III: Challenges of Economic Development,5.5,Global Health Crises,True,False,False
Geography,Grade 9 ,2,CLIMATE OF ETHIOPIA,2.5,MEASUREMENTS OF WEATHER AND CLIMATE,True,False,False
Geography,Grade 9 ,4,POPULATION AND DEMOGRAPHIC CHARACTERISTICS OF ETHIOPIA,4.6,HEALTH AND DISEASE IN ETHIOPIA,True,False,False
Geography,Grade 9 ,4,POPULATION AND DEMOGRAPHIC CHARACTERISTICS OF ETHIOPIA,4.7,IMPACTS OF POPULATION GROWTH ON SUSTAINABLE DEVELOPMENT IN ETHIOPIA,True,False,False
Geography,Grade 9 ,4,POPULATION AND DEMOGRAPHIC CHARACTERISTICS OF ETHIOPIA,4.8,LANGUAGE AND RELIGIOUS DIVERSITY IN ETHIOPIA,True,False,False
Geography,Grade 9 ,5,MAJOR ECONOMIC AND CULTURAL ACTIVITIES IN ETHIOPIA,5.6,Cultural Landscape and Tourism in Ethiopia,True,True,False
Geography,Grade 9 ,7,CONTEMPORARY GEOGRAPHIC ISSUES AND PUBLIC CONCERNS IN ETHIOPIA,7.1,NATURAL RESOURCE DEGRADATION,False,False,True
Geography,Grade 9 ,7,CONTEMPORARY GEOGRAPHIC ISSUES AND PUBLIC CONCERNS IN ETHIOPIA,7.2,THE ETHIOPIAN GREEN LEGACY MOVEMENT,True,False,True
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.1,MAP AND ITS BASIC COMPONENTS,True,False,True
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.2,"SCALE, SCALE CONVERSION AND MEASUREMENTS ON MAPS",True,False,True
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.3,POSITION ON MAPS,True,False,True
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.4,MAP SKETCHING,True,False,True
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.5,INTERPRETING MAPS AND GRAPHS,True,False,True
Health science,Grade 10 ,4,FOOTBALL,4.3,Consequences and Prevention,True,True,True
Health science,Grade 10 ,5,VOLLEY BALL,5.3,Principles of Exercise and Training,True,True,True
Health science,Grade 9 ,7,HANDBALL,7.4,Modified game related to handball,False,True,False
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.1,Features of Capitalism,True,False,True
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.2,Features of Nationalism and Formation of Nation States,True,False,False
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.3,The Reformation,True,True,True
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.4,Nationalism and the Eastern Question,True,True,True
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.5,The Enlightenment,True,True,True
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.6,The Industrial Revolution,True,True,True
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.1,General Background to Colonialism,True,False,False
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.2,The Motives of European Colonialism,True,False,False
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.3,Scramble for Africa and the Berlin Conference,True,False,False
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.4,Colonial Policies and Administration,True,False,False
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.5,Early African Resistance Movements Against Colonialism,True,False,False
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.1,Long Distance Trade in 19th Century and the Cottage Industry,True,False,False
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.2,The Making of Modern Ethiopian State 1855-1913,True,False,False
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.3,"External Aggressions and the Unity of Ethiopian People in Defence of National Sovereignty, 1871-1896",True,False,False
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.4,The Inception of Power Struggle among the Ruling Elites 1906 to 1935,True,False,False
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.5,Fascist Italian Aggression and Patriotic Resistance,True,False,False
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.1,"The First World War: Causes, Course and the Consequence",True,False,False
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.2,"The October 1917 Russian Revolution: Cause, Course and Results",True,False,False
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.3,The League of Nations,True,False,False
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.4,The Worldwide Economic Crisis,True,False,False
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.5,"The Rise of Fascism in Italy, Nazism in Germany and Militarism in Japan",True,False,True
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.1,"The United Nations Organization: Formation, Mission, Principles and Achievements",True,False,False
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.2,The Rise of the Superpowers and the Beginning of the Cold War,True,False,False
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.3,"Situations in Asia During the Cold War: Japan, Korea, China, Vietnam",True,True,False
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.4,Non-Aligned Movement /NAM/,True,False,False
History,Grade 10 ,6,ETHIOPIA: INTERNAL DEVELOPMENTS & EXTERNAL INFLUENCES FROM 1941 TO 1991,6.1,Major Administrative Reforms and Socio-Economic Conditions in the Post-Liberation Period,True,True,False
History,Grade 10 ,6,ETHIOPIA: INTERNAL DEVELOPMENTS & EXTERNAL INFLUENCES FROM 1941 TO 1991,6.2,Early Opposition Movements Against the Imperial Rule,True,True,False
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1.1,History and Historiography,True,False,False
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1.2,Origin of Human Beings,True,False,False
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1.3,The Emergence of States,True,False,False
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Introduction,Introduction,True,True,True
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Review Questions,Review Questions,True,True,True
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.1,Ancient Civilizations of Africa,True,False,False
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.2,Civilizations in Asia,True,False,False
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.3,Civilizations in Europe,True,False,False
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.4,Civilizations in Latin America,True,False,False
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Introduction,Introduction,True,True,True
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Review Questions,Review Questions,True,True,True
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Unit Summary,Unit Summary,True,True,True
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.1,"Languages, Religions and Peoples of Ethiopia and the Horn",True,False,False
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.2,Pre-Aksumite States and their Geographical Setting,True,False,False
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.3,The Aksumite Kingdom,True,False,False
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.4,The Sultanate of Shewa,True,False,False
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.5,Zagwe Dynasty,True,False,False
