subject,grade,chapter,chapter_title,section,section_title
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.2,Historiography and Historical interpretations.
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.3,Sources of History.
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.4,Dating in History
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.3.1,Theories of Human Evolution
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.3.2,Africa and Human Evolution
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.1.1,Ancient Egypt.....
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.1.2,Nubia.
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.1,Mesopotamia
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.2,Persia.....
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.3,India
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.4,China
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.1,Maya
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.2,Inca
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.3,Aztecs.
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.4.1,Ancient Greek Civilization
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.4.2,Ancient Roman Civilization
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.1,Languages Families
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.2,Major Religions of Ethiopia
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.3,Settlement Pattern of Peoples of Ethiopia
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.6,The Sultanate of Shewa
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.1,Dark Age
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.2,Feudal Society..
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.3,Byzantine Empire.
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.1,The Rise and Expansion of Islam
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.2,The Expansion of the Ottoman Empire
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.3,Dynastic Cycle in China
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.1,Southern states
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.2,Western states
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.3,"Eastern States: Harar, Afar, Somali"
History,Grade 9 ,9,THE AGE OF REVOLUTION: 1750s TO 1815,9.1.1,"Political, Economic, and Social Effects of Industrial Revolution."
Information Tech,Grade 10 ,1,ORGANIZATION OF FILES,1.1,File Compression
Information Tech,Grade 10 ,1,ORGANIZATION OF FILES,1.3,Storage Drives
Information Tech,Grade 10 ,2,COMPUTER NETWORK,2.1,Unit Overview
Information Tech,Grade 10 ,3,APPLICATION SOFTWARE,3.1,Unit overview
Information Tech,Grade 10 ,4,IMAGE PROCESSING AND MULTIMEDIA,4.1,Unit Overview
Information Tech,Grade 10 ,5,INFORMATION AND COMPUTER SECURITY,5.1,Unit Overview
Information Tech,Grade 9 ,1,ORGANIZATION OF FILES,1.1,Basics of Files and Folders
Information Tech,Grade 9 ,1,ORGANIZATION OF FILES,1.5,Unit Review Exercise
Information Tech,Grade 9 ,3,APPLICATION SOFTWARE,3.6,Unit Review Exercise
Information Tech,Grade 9 ,4,IMAGE PROCESSING AND MULTIMEDIA,4.5,Unit Review Exercise
Information Tech,Grade 9 ,5,INFORMATION AND COMPUTER SECURITY,5.7,Unit Review Exercise
Information Tech,Grade 9 ,6,FUNDAMENTALS OF PROGRAMMING,6.4,Problem Solving Approaches
Information Tech,Grade 9 ,6,FUNDAMENTALS OF PROGRAMMING,6.5,Unit Summary
Information Tech,Grade 9 ,6,FUNDAMENTALS OF PROGRAMMING,6.6,Unit Review Exercise
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.1,Relations
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.2,Functions
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.3,Applications of Relations and Functions
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.4,Operations on Functions
Mathematics,Grade 10 ,1,RELATIONS AND FUNCTIONS,1.5,Inverse of a Function
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.1,Definition of Polynomial Function
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.2,Operations on polynomial functions
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.3,Theorem on polynomial functions
Mathematics,Grade 10 ,2,POLYNOMIAL FUNCTIONS,2.4,Zeros of polynomial functions
Mathematics,Grade 10 ,3,EXPONENTIAL AND LOGARITHMIC FUNCTIONS,3.1,Exponents and Logarithms
Mathematics,Grade 10 ,3,EXPONENTIAL AND LOGARITHMIC FUNCTIONS,3.2,The Exponential functions and Their Graphs
Mathematics,Grade 10 ,3,EXPONENTIAL AND LOGARITHMIC FUNCTIONS,3.3,The Logarithmic Functions and Their Graphs
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.1,Radian Measure of angle
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.2,Basic Trigonometric Function
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.3,Trigonometric Identities & Equation
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.4,Application
Mathematics,Grade 10 ,4,TRIGONOMETRIC FUNCTIONS,4.5,Applications of Trigonometry
Mathematics,Grade 10 ,5,CIRCLE,5.1,Symmetrical properties of circles
Mathematics,Grade 10 ,5,CIRCLE,5.2,Angle properties of circles
Mathematics,Grade 10 ,5,CIRCLE,5.3,"Arc length, perimeters and areas of segments and sectors Arc length"
Mathematics,Grade 10 ,5,CIRCLE,5.4,"Theorems on angles and arcs determined by lines intersecting inside, on and outside a circle"
Mathematics,Grade 10 ,6,SOLID FIGURES,6.1,Revision of prisms and cylinders
Mathematics,Grade 10 ,6,SOLID FIGURES,6.2,"Pyramids, cones and spheres"
Mathematics,Grade 10 ,6,SOLID FIGURES,6.3,Frustum of pyramids and cones
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.1,Distance between two points
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.2,Division of a line segment
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.3,Equation of a line
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.4,Slopes of parallel and perpendicular lines
Mathematics,Grade 10 ,7,COORDINATE GEOMETRY,7.5,Equation of a Circle
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.1,Collection and Organization of Data
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.2,Data Presentation
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.3,Measures of Central Tendency
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.4,Measures of Dispersion
Mathematics,Grade 10 ,8,STATISTICS AND PROBABILITY,8.5,Probability
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.1,Sequence
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.2,Arithmetic and Geometric Sequences
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.3,The Sigma Notation and Partial Sums
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.4,Infinite Series
Mathematics,Grade 12,1,SEQUENCES AND SERIES,1.5,Applications of Sequence and Series in Daily life
Mathematics,Grade 12,2,INTRODUCTIONS TO CALCULUS,2.1,Introduction to Derivatives
Mathematics,Grade 12,2,INTRODUCTIONS TO CALCULUS,2.2,Application of Derivative
Mathematics,Grade 12,2,INTRODUCTIONS TO CALCULUS,2.3,Introduction to Integration
Mathematics,Grade 12,3,STATISTICS,3.1,Measures of Absolute Dispersions
Mathematics,Grade 12,3,STATISTICS,3.2,Interpretation of Relative Dispersions
Mathematics,Grade 12,3,STATISTICS,3.3,Use of Frequency Curves
Mathematics,Grade 12,3,STATISTICS,3.4,Sampling Techniques
Mathematics,Grade 12,4,INTRODUCTION TO LINEAR PROGRAMMING,4.1,Graphical Solutions of System of Linear Inequalities
Mathematics,Grade 12,4,INTRODUCTION TO LINEAR PROGRAMMING,4.2,Maximum and Minimum Values
Mathematics,Grade 12,4,INTRODUCTION TO LINEAR PROGRAMMING,4.3,Applications
Mathematics,Grade 12,5,MATHEMATICAL APPLICATIONS IN BUSINESS,5.1,Basic Mathematical Concepts in Business
Mathematics,Grade 12,5,MATHEMATICAL APPLICATIONS IN BUSINESS,5.2,Time Value of Money
Mathematics,Grade 12,5,MATHEMATICAL APPLICATIONS IN BUSINESS,5.3,"Saving, Investing and Borrowing Money"
Mathematics,Grade 12,5,MATHEMATICAL APPLICATIONS IN BUSINESS,5.4,Taxation
Mathematics,Grade 9 ,1,FURTHER ON SETS,1.1,Sets and Elements
Mathematics,Grade 9 ,1,FURTHER ON SETS,1.2,Set Description
Mathematics,Grade 9 ,1,FURTHER ON SETS,1.3,The Notion of Sets
Mathematics,Grade 9 ,1,FURTHER ON SETS,1.4,Operations on Sets
Mathematics,Grade 9 ,1,FURTHER ON SETS,1.5,Application
Mathematics,Grade 9 ,2,THE NUMBER SYSTEM,2.1,Revision on Natural Numbers and Integers
Mathematics,Grade 9 ,2,THE NUMBER SYSTEM,2.2,Rational Numbers
Mathematics,Grade 9 ,2,THE NUMBER SYSTEM,2.3,Irrational Numbers
Mathematics,Grade 9 ,2,THE NUMBER SYSTEM,2.4,Real Numbers
Mathematics,Grade 9 ,2,THE NUMBER SYSTEM,2.5,Applications
Mathematics,Grade 9 ,3,SOLVING EQUATIONS,3.1,Revision on Linear Equation in One Variable
Mathematics,Grade 9 ,3,SOLVING EQUATIONS,3.2,Systems of Linear Equations in Two Variables
Mathematics,Grade 9 ,3,SOLVING EQUATIONS,3.3,Solving Non-linear Equations
Mathematics,Grade 9 ,3,SOLVING EQUATIONS,3.4,Applications of Equations
Mathematics,Grade 9 ,4,SOLVING INEQUALITIES,4.1,Revision on Linear Inequalities in One Variable
Mathematics,Grade 9 ,4,SOLVING INEQUALITIES,4.2,Systems of Linear Inequalities in Two Variables
Mathematics,Grade 9 ,4,SOLVING INEQUALITIES,4.3,Inequalities Involving Absolute Value
Mathematics,Grade 9 ,4,SOLVING INEQUALITIES,4.4,Quadratic Inequalities
Mathematics,Grade 9 ,4,SOLVING INEQUALITIES,4.5,Applications of Inequalities
Mathematics,Grade 9 ,5,INTRODUCTION TO TRIGONOMETRY,5.1,Revision on Right-angled Triangles
Mathematics,Grade 9 ,5,INTRODUCTION TO TRIGONOMETRY,5.2,Trigonometric Ratios
Mathematics,Grade 9 ,6,REGULAR POLYGONS,6.1,Sum of Interior Angles of a Convex Polygon
Mathematics,Grade 9 ,6,REGULAR POLYGONS,6.2,Sum of Exterior Angles of a Convex Polygon
Mathematics,Grade 9 ,6,REGULAR POLYGONS,6.3,Measures of Each Interior Angle and Exterior Angle of a Regular Polygon
Mathematics,Grade 9 ,6,REGULAR POLYGONS,6.4,Properties of Regular Polygons
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.1,Revision on Congruency of Triangles
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.2,Definition of Similar Figures
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.3,Theorems on Similar Plane Figures
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.4,Ratio of Perimeters of Similar Plane Figures
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.5,Ratio of Areas of Similar Plane Figures
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.6,Construction of Similar Plane Figure
Mathematics,Grade 9 ,7,CONGRUENCY AND SIMILARITY,7.7,Applications of Similarities
Mathematics,Grade 9 ,8,VECTORS IN TWO DIMENSIONS,8.1,Vector and Scalar Quantities
Mathematics,Grade 9 ,8,VECTORS IN TWO DIMENSIONS,8.2,Representation of a Vector
Mathematics,Grade 9 ,8,VECTORS IN TWO DIMENSIONS,8.3,Vectors Operations
Mathematics,Grade 9 ,8,VECTORS IN TWO DIMENSIONS,8.4,Position Vector
Mathematics,Grade 9 ,8,VECTORS IN TWO DIMENSIONS,8.5,Applications of Vectors in Two Dimensions
Mathematics,Grade 9 ,9,STATISTICS AND PROBABILITY,9.1,Statistical Data
Mathematics,Grade 9 ,9,STATISTICS AND PROBABILITY,9.2,Probability
Physics,Grade 10 ,5,Magnetism,5.2,Magnetic Field
Physics,Grade 10 ,5,Magnetism,5.3,The Earth's magnetic field and the compass
Physics,Grade 10 ,5,Magnetism,5.4,Magnetic field of a current- carrying conductor
Physics,Grade 10 ,6,Electromagnetic Waves and Geometrical Optics,6.1,Electromagnetic (EM) waves
Physics,Grade 10 ,6,Electromagnetic Waves and Geometrical Optics,6.2,EM Spectrum
Physics,Grade 10 ,6,Electromagnetic Waves and Geometrical Optics,6.3,Light as a wave
Physics,Grade 10 ,7,Geometric optics,7.1,Reflection of light by plane and curved mirrors
Physics,Grade 10 ,7,Geometric optics,7.2,Refraction of light by lenses
Physics,Grade 12,4,Electromagnetism,4.1,Magnets and Magnetic field
Physics,Grade 12,4,Electromagnetism,4.2,Magnetic field lines
Physics,Grade 12,4,Electromagnetism,4.3,Current and Magnetism
Physics,Grade 12,4,Electromagnetism,4.4,Electromagnetic Induction
Physics,Grade 12,4,Electromagnetism,4.5,Faraday's Law of electromagnetic Induction
Physics,Grade 12,4,Electromagnetism,4.6,Transformers
Physics,Grade 12,4,Electromagnetism,4.7,Application and safety
Physics,Grade 9 ,7,Temperature and Thermometry,7.1,Temperature and Our Life
Physics,Grade 9 ,7,Temperature and Thermometry,7.2,Extreme Temperature Safety
Physics,Grade 9 ,7,Temperature and Thermometry,7.3,Temperature Change and its Effects
Physics,Grade 9 ,7,Temperature and Thermometry,7.4,Measuring Temperature with Different Thermometric Scales
Physics,Grade 9 ,7,Temperature and Thermometry,7.5,Types of Thermometers and Their Use
Physics,Grade 9 ,7,Temperature and Thermometry,7.6,Conversion between Temperature Scales
Physics,Grade 9 ,7,Temperature and Thermometry,7.7,Thermal Expansion of Materials
