subject,grade,chapter,chapter_title,section,section_title
Economics,Grade 12,3,Market Failure and Consumer Protection,3.1,Market Failure
Economics,Grade 12,3,Market Failure and Consumer Protection,3.2,Public Goods
Economics,Grade 12,3,Market Failure and Consumer Protection,3.3,Externalities
Economics,Grade 12,3,Market Failure and Consumer Protection,3.4,Asymmetric Information
Economics,Grade 12,3,Market Failure and Consumer Protection,3.5,Consumer Protection
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.1,Definition and Types of Macroeconomic Policies
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.2,Fiscal Policy
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.3,Monetary Policy
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.4,Income Policy and Wage
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.5,Foreign Exchange Policies
Economics,Grade 12,5,Tax Theory and Practice,5.1,"Taxes: Definition, Principles, Objectives and Classifications"
Economics,Grade 12,5,Tax Theory and Practice,5.2,Approaches to Tax Equity
Economics,Grade 12,5,Tax Theory and Practice,5.3,Tax System and Structure in Ethiopia
Economics,Grade 12,5,Tax Theory and Practice,5.4,Types of Tax and Tax Accounting in Ethiopia
Economics,Grade 12,5,Tax Theory and Practice,5.5,Problems Associated with Taxation in Ethiopia
Economics,Grade 12,6,Poverty and Inequality,6.1,Concept of Poverty and Its Measurement
Economics,Grade 12,6,Poverty and Inequality,6.2,Concept of Inequality and its Measurements
Economics,Grade 12,6,Poverty and Inequality,6.3,Global and Regional Poverty
Economics,Grade 12,6,Poverty and Inequality,6.4,Women and Poverty
Economics,Grade 12,6,Poverty and Inequality,6.5,Overview of Poverty and Inequalities in Ethiopia
Economics,Grade 12,6,Poverty and Inequality,6.6,Role of Indigenous Knowledge in Reducing Poverty
Economics,Grade 12,7,Macroeconomic Reforms in Ethiopia,7.1,National Development Objectives and Strategies- Historical Review
Economics,Grade 12,7,Macroeconomic Reforms in Ethiopia,7.2,Overview of Home-grown Economic Reforms in Ethiopia
Economics,Grade 12,7,Macroeconomic Reforms in Ethiopia,7.3,Fiscal Decentralization
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.1,Economy and the Environment
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.2,Global Warming and Climate Change
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.3,Green Economy and Green Growth
Economics,Grade 12,8,"Economy, Environment and Climate Change",8.4,Overview of Environment and Climate Change in Ethiopia
Geography,Grade 10 ,1,LANDFORMS OF AFRICA,1.4,Challenges of the Natural Environment
Geography,Grade 12,5,Issues in Sustainable Development III: Challenges of Economic Development,5.4,Corruption
Geography,Grade 12,5,Issues in Sustainable Development III: Challenges of Economic Development,5.5,Global Health Crises
Geography,Grade 9 ,2,CLIMATE OF ETHIOPIA,2.5,MEASUREMENTS OF WEATHER AND CLIMATE
Geography,Grade 9 ,4,POPULATION AND DEMOGRAPHIC CHARACTERISTICS OF ETHIOPIA,4.6,HEALTH AND DISEASE IN ETHIOPIA
Geography,Grade 9 ,4,POPULATION AND DEMOGRAPHIC CHARACTERISTICS OF ETHIOPIA,4.7,IMPACTS OF POPULATION GROWTH ON SUSTAINABLE DEVELOPMENT IN ETHIOPIA
Geography,Grade 9 ,4,POPULATION AND DEMOGRAPHIC CHARACTERISTICS OF ETHIOPIA,4.8,LANGUAGE AND RELIGIOUS DIVERSITY IN ETHIOPIA
Geography,Grade 9 ,5,MAJOR ECONOMIC AND CULTURAL ACTIVITIES IN ETHIOPIA,5.6,Cultural Landscape and Tourism in Ethiopia
Geography,Grade 9 ,7,CONTEMPORARY GEOGRAPHIC ISSUES AND PUBLIC CONCERNS IN ETHIOPIA,7.2,THE ETHIOPIAN GREEN LEGACY MOVEMENT
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.1,MAP AND ITS BASIC COMPONENTS
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.2,"SCALE, SCALE CONVERSION AND MEASUREMENTS ON MAPS"
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.3,POSITION ON MAPS
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.4,MAP SKETCHING
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.5,INTERPRETING MAPS AND GRAPHS
Health science,Grade 10 ,4,FOOTBALL,4.3,Consequences and Prevention
Health science,Grade 10 ,5,VOLLEY BALL,5.3,Principles of Exercise and Training
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.1,Features of Capitalism
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.2,Features of Nationalism and Formation of Nation States
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.3,The Reformation
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.4,Nationalism and the Eastern Question
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.5,The Enlightenment
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.6,The Industrial Revolution
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.1,General Background to Colonialism
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.2,The Motives of European Colonialism
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.3,Scramble for Africa and the Berlin Conference
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.4,Colonial Policies and Administration
History,Grade 10 ,2,AFRICA & THE COLONIAL EXPERIENCE (1880s -1960s),2.5,Early African Resistance Movements Against Colonialism
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.1,Long Distance Trade in 19th Century and the Cottage Industry
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.2,The Making of Modern Ethiopian State 1855-1913
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.3,"External Aggressions and the Unity of Ethiopian People in Defence of National Sovereignty, 1871-1896"
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.4,The Inception of Power Struggle among the Ruling Elites 1906 to 1935
History,Grade 10 ,3,"SOCIAL, ECONOMIC AND POLITICAL DEVELOPMENTS IN ETHIOPIA FROM MID-19th C. TO 1941",3.5,Fascist Italian Aggression and Patriotic Resistance
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.1,"The First World War: Causes, Course and the Consequence"
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.2,"The October 1917 Russian Revolution: Cause, Course and Results"
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.3,The League of Nations
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.4,The Worldwide Economic Crisis
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.5,"The Rise of Fascism in Italy, Nazism in Germany and Militarism in Japan"
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.1,"The United Nations Organization: Formation, Mission, Principles and Achievements"
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.2,The Rise of the Superpowers and the Beginning of the Cold War
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.3,"Situations in Asia During the Cold War: Japan, Korea, China, Vietnam"
History,Grade 10 ,5,GLOBAL AND REGIONAL DEVELOPMENTS SINCE 1945,5.4,Non-Aligned Movement /NAM/
History,Grade 10 ,6,ETHIOPIA: INTERNAL DEVELOPMENTS & EXTERNAL INFLUENCES FROM 1941 TO 1991,6.1,Major Administrative Reforms and Socio-Economic Conditions in the Post-Liberation Period
History,Grade 10 ,6,ETHIOPIA: INTERNAL DEVELOPMENTS & EXTERNAL INFLUENCES FROM 1941 TO 1991,6.2,Early Opposition Movements Against the Imperial Rule
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1.1,History and Historiography
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1.2,Origin of Human Beings
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1.3,The Emergence of States
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Introduction,Introduction
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Review Questions,Review Questions
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Unit Summary,Unit Summary
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.1,Ancient Civilizations of Africa
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.2,Civilizations in Asia
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.3,Civilizations in Europe
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2.4,Civilizations in Latin America
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Introduction,Introduction
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Review Questions,Review Questions
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Unit Summary,Unit Summary
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.1,"Languages, Religions and Peoples of Ethiopia and the Horn"
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.2,Pre-Aksumite States and their Geographical Setting
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.3,The Aksumite Kingdom
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.4,The Sultanate of Shewa
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.5,Zagwe Dynasty
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.6,The Kingdom of Damot
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.7,The Bete-Israel (Ethiopian Jews)
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.8,The Sultanates of Eastern and Central Ethiopia and the Horn
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Introduction,Introduction
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Review Questions,Review Questions
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Unit Summary,Unit Summary
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.1,The European Middle Ages
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.2,Main Features of the Middle Ages
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.3,The Middle Ages in Asia
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.4,Development of Early Capitalism: 1500-1789
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4.5,The Age of Exploration and Inception of Globalization
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Introduction,Introduction
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Review Questions,Review Questions
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Unit Summary,Unit Summary
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.1,Ancient and Medieval African States
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.2,North Africa
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.3,Spread of Islam to North Africa
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.4,States in West Africa
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.5,Central and Eastern Africa
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.6,Southern Africa
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.7,Relationships and Exchanges among Different Regions of Africa
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.8,Major Developments in Asia in the 19th Century
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Introduction,Introduction
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Review Questions,Review Questions
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Unit Summary,Unit Summary
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.1,Medieval African States
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.2,Contacts with the Outside World
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.3,Slavery and Slave Trade in Africa
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.4,The Legitimate Trade
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6.5,The White Settlement in South Africa
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Introduction,Introduction
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Review Questions,Review Questions
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Unit Summary,Unit Summary
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.1,The Christian Highland KingdomundertheRestoredSolomonicDynasty
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.2,The Expansion of Islam and the Emergence of Muslim Sultanates
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.3,Political and Socio-Economic Conditions of the Southern and Central States in Ethiopia
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.4,Relationship between the Christian Highland Kingdom and the Muslim Sultanate ofAdal
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.5,Population Movements in the Ethiopian Region
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.6,Economic Depression of 1929-1933
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.7,The Second World War (WWII)
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Introduction,Introduction
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Review Questions,Review Questions
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Unit Summary,Unit Summary
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.1,"Peoples and States of Southern, Western and Eastern Ethiopia"
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.2,"Instability Versus Consolidation in the Christian Kingdom, 1559-1855"
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.3,Italian Imperialism in the Horn of Africa
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.4,Resistance against Imperialism in Ethiopia and the Horn
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.5,Fascist Italian Invasion and the Period of Occupation
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.6,Restoration and Consolidation of Ethiopian Independence
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Introduction,Introduction
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Review Questions,Review Questions
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Unit Summary,Unit Summary
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.1,Development of Capitalism
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.2,The Industrial Revolution
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.3,Nationalism
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.4,Unification of Italy
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.5,Unification of Germany
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.6,The American Civil War
History,Grade 12,1,Development of Capitalism and Nationalism from 1815 to 1914,1.7,The Eastern Question
History,Grade 12,2,Africa and the Colonial Experience (1880s - 1960s),2.1,The Era of Legitimate Trade and Colonial Empires
History,Grade 12,2,Africa and the Colonial Experience (1880s - 1960s),2.2,African Resistance against Colonial Expansion
History,Grade 12,2,Africa and the Colonial Experience (1880s - 1960s),2.3,Colonial Administration and the Colonial States
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.1,Long Distance Trade and Peoples' Interaction in Ethiopia in the 19th Century
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.2,"Power Rivalry and Consolidating Central Government, 1855-1913"
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.3,Territorial Expansion and the Incorporation of Kingdoms
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.4,"External Relations, Challenges and Threats"
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.5,The Victory of Adwa
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.6,Religious Reforms
History,Grade 12,3,"Social, Economic and Political Developments in Ethiopia, Mid, 19th C. to 1941",3.7,"Power Struggle among Ruling Elites, 1906-1935"
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.1,World War I and Its Settlement
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.2,The Russian Revolution of 1917
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.3,"Interwar Period: Capitalist Economy, Fascism and Nazism"
History,Grade 12,4,"Society and Politics in the Age of World Wars, 1914 - 1945",4.4,World War II
History,Grade 12,5,Global and Regional Developments Since 1945,5.1,The Aftermath and Consequences of WW II
History,Grade 12,5,Global and Regional Developments Since 1945,5.2,The United Nations Organization (the UN)
History,Grade 12,5,Global and Regional Developments Since 1945,5.3,The Post-War Global Socio-Economic Recovery and Developments
History,Grade 12,5,Global and Regional Developments Since 1945,5.4,The Cold War Realities
History,Grade 12,5,Global and Regional Developments Since 1945,5.5,Situations in Asia during the Cold War
History,Grade 12,5,Global and Regional Developments Since 1945,5.6,The Middle East
History,Grade 12,5,Global and Regional Developments Since 1945,5.7,The Dissolution of the Communist Bloc and the Aftermath
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.1,The Restoration of the Imperial Rule and External Influences
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.2,Socio-economic Conditions and Social Organizations
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.3,Consolidation of Autocracy and Oppositions to the Monarch
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.4,The 1974 Revolution: The Downfall of the Emperor and the Rise of the Derg
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.5,Socio-economic and Political Reforms of the Military Regime
History,Grade 12,6,Ethiopia: Internal Developments and External Influences from 1941 to 1991,6.6,The Decline and Downfall of the Derg Regime: Internal and External Threats
History,Grade 12,7,Africa since the 1960s,7.1,The Road to Independence and the Rise of Independent States in Africa
History,Grade 12,7,Africa since the 1960s,7.2,Politics in Independent African States
History,Grade 12,7,Africa since the 1960s,7.3,Economy and Society in Independent Africa
History,Grade 12,7,Africa since the 1960s,7.4,The Cold War and Africa
History,Grade 12,7,Africa since the 1960s,7.5,"Pan-Africanism, from Organization of African Unity to African Union"
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.1,The Transitional Government of Ethiopia
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.2,Ethiopia after the 1995 Constitution
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.3,Socio-Economic Issues
History,Grade 12,8,Post 1991 Developments in Ethiopia,8.4,The Role of Ethiopia in Peace Keeping
History,Grade 12,9,Indigenous Knowledge Systems and Heritages of Ethiopia,9.1,Indigenous Knowledge: Definition and Unique Characteristic Features
History,Grade 12,9,Indigenous Knowledge Systems and Heritages of Ethiopia,9.2,Indigenous knowledge and Development
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.1,The importance of History
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.2,Historiography and Historical interpretations.
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.3,Sources of History.
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.4,Dating in History
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.3.1,Theories of Human Evolution
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.3.2,Africa and Human Evolution
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.1.1,Ancient Egypt.....
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.1.2,Nubia.
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.1,Mesopotamia
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.2,Persia.....
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.3,India
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.2.4,China
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.1,Maya
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.2,Inca
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.3.3,Aztecs.
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.4.1,Ancient Greek Civilization
History,Grade 9 ,2,ANCIENT WORLD CIVILIZATIONS UP TO c.500 AD,2.4.2,Ancient Roman Civilization
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.1,Languages Families
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.2,Major Religions of Ethiopia
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.1.3,Settlement Pattern of Peoples of Ethiopia
History,Grade 9 ,3,PEOPLE AND STATES IN ETHIOPIA AND THE HORN TO THE END OF 13TH C.,3.6,The Sultanate of Shewa
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.1,Dark Age
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.2,Feudal Society..
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.1.3,Byzantine Empire.
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.1,The Rise and Expansion of Islam
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.2,The Expansion of the Ottoman Empire
History,Grade 9 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C.500 TO 1750",4.2.3,Dynastic Cycle in China
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.1,Southern states
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.2,Western states
History,Grade 9 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA MID-16TH TO MID-19TH C.",8.1.3,"Eastern States: Harar, Afar, Somali"
